,State_Name,ind_district,Crop_Year,Season,Crop,Area,Production,Value
3895,Gujarat,anand,2003,kharif,Rice,71900,142700,1.984700974
3897,Gujarat,anand,2004,kharif,Rice,80400,175100,2.177860697
3899,Gujarat,anand,2005,kharif,Rice,82300,178500,2.168894289
3901,Gujarat,anand,2006,kharif,Rice,72400,125200,1.729281768
3903,Gujarat,anand,2007,kharif,Rice,86100,200300,2.326364692
3905,Gujarat,anand,2008,kharif,Rice,88200,174400,1.977324263
3907,Gujarat,anand,2009,kharif,Rice,75200,192700,2.5625
3909,Gujarat,anand,2010,kharif,Rice,87700,185200,2.111744584
3911,Gujarat,anand,2011,kharif,Rice,89000,198500,2.230337079
3913,Gujarat,anand,2012,kharif,Rice,94400,238900,2.530720339
3916,Gujarat,bharuch,1998,kharif,Rice,21100,25200,1.194312796
3917,Gujarat,bharuch,1999,kharif,Rice,27200,23700,0.871323529
3918,Gujarat,bharuch,2000,kharif,Rice,27900,17600,0.630824373
3919,Gujarat,bharuch,2001,kharif,Rice,24200,25200,1.041322314
3921,Gujarat,bharuch,2002,kharif,Rice,23700,24200,1.021097046
3923,Gujarat,bharuch,2003,kharif,Rice,13300,21900,1.646616541
3925,Gujarat,bharuch,2004,kharif,Rice,12300,15800,1.284552846
3927,Gujarat,bharuch,2005,kharif,Rice,12900,18100,1.403100775
3929,Gujarat,bharuch,2006,kharif,Rice,10500,15200,1.447619048
3931,Gujarat,bharuch,2007,kharif,Rice,11400,16800,1.473684211
3933,Gujarat,bharuch,2008,kharif,Rice,14600,24400,1.671232877
3935,Gujarat,bharuch,2009,kharif,Rice,12200,19400,1.590163934
3937,Gujarat,bharuch,2010,kharif,Rice,11400,19200,1.684210526
3939,Gujarat,bharuch,2011,kharif,Rice,10300,16500,1.601941748
3941,Gujarat,bharuch,2012,kharif,Rice,9600,14100,1.46875
3944,Gujarat,bhavnagar,1999,kharif,Rice,100,200,2
3945,Gujarat,bhavnagar,2001,kharif,Rice,100,200,2
3946,Gujarat,bhavnagar,2002,kharif,Rice,100,100,1
3948,Gujarat,the dangs,1998,kharif,Rice,12300,13500,1.097560976
3949,Gujarat,the dangs,1999,kharif,Rice,13100,13000,0.992366412
3950,Gujarat,the dangs,2000,kharif,Rice,12400,8300,0.669354839
3951,Gujarat,the dangs,2001,kharif,Rice,12200,15300,1.254098361
3952,Gujarat,the dangs,2002,kharif,Rice,14100,10700,0.758865248
3953,Gujarat,the dangs,2003,kharif,Rice,14000,17100,1.221428571
3954,Gujarat,the dangs,2004,kharif,Rice,12600,30500,2.420634921
3955,Gujarat,the dangs,2005,kharif,Rice,15500,20900,1.348387097
3956,Gujarat,the dangs,2006,kharif,Rice,16900,20400,1.207100592
3957,Gujarat,the dangs,2007,kharif,Rice,16800,22800,1.357142857
3958,Gujarat,the dangs,2008,kharif,Rice,17900,22700,1.268156425
3959,Gujarat,the dangs,2009,kharif,Rice,15800,17400,1.101265823
3960,Gujarat,the dangs,2010,kharif,Rice,18000,23400,1.3
3961,Gujarat,the dangs,2011,kharif,Rice,18000,30700,1.705555556
3962,Gujarat,the dangs,2012,kharif,Rice,13800,21800,1.579710145
3963,Gujarat,dohad,2003,kharif,Rice,54600,75200,1.377289377
3964,Gujarat,dohad,2004,kharif,Rice,49700,39300,0.790744467
3965,Gujarat,dohad,2005,kharif,Rice,44900,35800,0.797327394
3966,Gujarat,dohad,2006,kharif,Rice,45700,38700,0.846827133
3967,Gujarat,dohad,2007,kharif,Rice,39300,38900,0.989821883
3968,Gujarat,dohad,2008,kharif,Rice,36100,24800,0.686980609
3969,Gujarat,dohad,2009,kharif,Rice,29700,7500,0.252525253
3970,Gujarat,dohad,2010,kharif,Rice,35800,32000,0.893854749
3971,Gujarat,dohad,2011,kharif,Rice,36200,31700,0.875690608
3972,Gujarat,dohad,2012,kharif,Rice,31800,35800,1.125786164
3974,Gujarat,gandhinagar,1998,kharif,Rice,5900,15600,2.644067797
3975,Gujarat,gandhinagar,1999,kharif,Rice,7900,24000,3.037974684
3976,Gujarat,gandhinagar,2000,kharif,Rice,7600,17100,2.25
3977,Gujarat,gandhinagar,2001,kharif,Rice,7000,17500,2.5
3978,Gujarat,gandhinagar,2002,kharif,Rice,4600,9900,2.152173913
3979,Gujarat,gandhinagar,2003,kharif,Rice,13100,35200,2.687022901
3980,Gujarat,gandhinagar,2004,kharif,Rice,13200,29100,2.204545455
3981,Gujarat,gandhinagar,2005,kharif,Rice,10000,27200,2.72
3983,Gujarat,gandhinagar,2006,kharif,Rice,11300,25600,2.265486726
3985,Gujarat,gandhinagar,2007,kharif,Rice,12800,32000,2.5
3987,Gujarat,gandhinagar,2008,kharif,Rice,12800,26900,2.1015625
3988,Gujarat,gandhinagar,2009,kharif,Rice,10600,22200,2.094339623
3989,Gujarat,gandhinagar,2010,kharif,Rice,16000,36900,2.30625
3990,Gujarat,gandhinagar,2011,kharif,Rice,8800,20100,2.284090909
3991,Gujarat,gandhinagar,2012,kharif,Rice,3500,8100,2.314285714
3993,Gujarat,junagadh,2011,kharif,Rice,200,500,2.5
3995,Gujarat,kheda,1998,kharif,Rice,145200,286400,1.972451791
3996,Gujarat,kheda,1999,kharif,Rice,169100,363900,2.151981076
3997,Gujarat,kheda,2000,kharif,Rice,112500,73400,0.652444444
3999,Gujarat,kheda,2001,kharif,Rice,171800,308400,1.795110594
4001,Gujarat,kheda,2002,kharif,Rice,71200,93500,1.313202247
4003,Gujarat,kheda,2003,kharif,Rice,98800,198900,2.013157895
4005,Gujarat,kheda,2004,kharif,Rice,99400,223900,2.252515091
4007,Gujarat,kheda,2005,kharif,Rice,89700,218500,2.435897436
4009,Gujarat,kheda,2006,kharif,Rice,92400,169300,1.832251082
4011,Gujarat,kheda,2007,kharif,Rice,99800,237400,2.378757515
4013,Gujarat,kheda,2008,kharif,Rice,101100,211600,2.09297725
4015,Gujarat,kheda,2009,kharif,Rice,87100,201300,2.311136625
4017,Gujarat,kheda,2010,kharif,Rice,87300,210500,2.411225659
4019,Gujarat,kheda,2011,kharif,Rice,97500,212700,2.181538462
4021,Gujarat,kheda,2012,kharif,Rice,81700,194500,2.380660955
4024,Gujarat,mahesana,1998,kharif,Rice,11400,22200,1.947368421
4025,Gujarat,mahesana,1999,kharif,Rice,11700,17200,1.47008547
4026,Gujarat,mahesana,2000,kharif,Rice,10200,7100,0.696078431
4027,Gujarat,mahesana,2001,kharif,Rice,12600,23600,1.873015873
4028,Gujarat,mahesana,2002,kharif,Rice,3700,5300,1.432432432
4029,Gujarat,mahesana,2003,kharif,Rice,7200,9700,1.347222222
4030,Gujarat,mahesana,2004,kharif,Rice,4500,10900,2.422222222
4031,Gujarat,mahesana,2005,kharif,Rice,6000,13600,2.266666667
4032,Gujarat,mahesana,2006,kharif,Rice,8100,16700,2.061728395
4033,Gujarat,mahesana,2007,kharif,Rice,8300,19100,2.301204819
4034,Gujarat,mahesana,2008,kharif,Rice,5900,12100,2.050847458
4035,Gujarat,mahesana,2009,kharif,Rice,6200,15700,2.532258065
4036,Gujarat,mahesana,2010,kharif,Rice,8200,17400,2.12195122
4037,Gujarat,mahesana,2011,kharif,Rice,5400,9700,1.796296296
4038,Gujarat,mahesana,2012,kharif,Rice,1400,3200,2.285714286
4039,Gujarat,narmada,2003,kharif,Rice,13900,10800,0.776978417
4040,Gujarat,narmada,2004,kharif,Rice,12200,11400,0.93442623
4041,Gujarat,narmada,2005,kharif,Rice,10800,8600,0.796296296
4042,Gujarat,narmada,2006,kharif,Rice,13000,9700,0.746153846
4043,Gujarat,narmada,2007,kharif,Rice,13600,11600,0.852941176
4044,Gujarat,narmada,2008,kharif,Rice,15200,13700,0.901315789
4045,Gujarat,narmada,2009,kharif,Rice,15000,8200,0.546666667
4046,Gujarat,narmada,2010,kharif,Rice,12000,10500,0.875
4047,Gujarat,narmada,2011,kharif,Rice,17900,14700,0.82122905
4048,Gujarat,narmada,2012,kharif,Rice,11600,12800,1.103448276
4050,Gujarat,navsari,2003,kharif,Rice,43200,102900,2.381944444
4052,Gujarat,navsari,2004,kharif,Rice,42900,92200,2.149184149
4054,Gujarat,navsari,2005,kharif,Rice,34900,87400,2.504297994
4056,Gujarat,navsari,2006,kharif,Rice,35900,81800,2.278551532
4058,Gujarat,navsari,2007,kharif,Rice,44800,112500,2.511160714
4060,Gujarat,navsari,2008,kharif,Rice,46300,111200,2.401727862
4062,Gujarat,navsari,2009,kharif,Rice,59900,149000,2.487479132
4064,Gujarat,navsari,2010,kharif,Rice,62600,161300,2.576677316
4066,Gujarat,navsari,2011,kharif,Rice,52200,133900,2.5651341
4068,Gujarat,navsari,2012,kharif,Rice,51300,128200,2.499025341
4071,Gujarat,panch mahals,1998,kharif,Rice,106600,104200,0.977485929
4072,Gujarat,panch mahals,1999,kharif,Rice,100400,40100,0.39940239
4073,Gujarat,panch mahals,2000,kharif,Rice,91200,9800,0.10745614
4074,Gujarat,panch mahals,2001,kharif,Rice,84900,20600,0.242638398
4075,Gujarat,panch mahals,2002,kharif,Rice,86200,26300,0.305104408
4076,Gujarat,panch mahals,2003,kharif,Rice,61600,62500,1.01461039
4078,Gujarat,panch mahals,2004,kharif,Rice,69300,51600,0.744588745
4080,Gujarat,panch mahals,2005,kharif,Rice,71300,62800,0.880785414
4082,Gujarat,panch mahals,2006,kharif,Rice,70800,50300,0.710451977
4084,Gujarat,panch mahals,2007,kharif,Rice,77400,80700,1.042635659
4086,Gujarat,panch mahals,2008,kharif,Rice,72100,51800,0.718446602
4088,Gujarat,panch mahals,2009,kharif,Rice,61000,29600,0.485245902
4090,Gujarat,panch mahals,2010,kharif,Rice,70400,59600,0.846590909
4092,Gujarat,panch mahals,2011,kharif,Rice,78300,98200,1.254150702
4094,Gujarat,panch mahals,2012,kharif,Rice,67300,118900,1.766716196
4097,Gujarat,sabar kantha,1998,kharif,Rice,30900,51800,1.676375405
4098,Gujarat,sabar kantha,1999,kharif,Rice,36900,69000,1.869918699
4099,Gujarat,sabar kantha,2000,kharif,Rice,15000,15500,1.033333333
4100,Gujarat,sabar kantha,2001,kharif,Rice,17000,26700,1.570588235
4101,Gujarat,sabar kantha,2002,kharif,Rice,8700,14000,1.609195402
4102,Gujarat,sabar kantha,2003,kharif,Rice,6500,10900,1.676923077
4103,Gujarat,sabar kantha,2004,kharif,Rice,9700,16800,1.731958763
4104,Gujarat,sabar kantha,2005,kharif,Rice,5800,14000,2.413793103
4105,Gujarat,sabar kantha,2006,kharif,Rice,8100,14500,1.790123457
4106,Gujarat,sabar kantha,2007,kharif,Rice,10300,22400,2.174757282
4107,Gujarat,sabar kantha,2008,kharif,Rice,10100,18400,1.821782178
4108,Gujarat,sabar kantha,2009,kharif,Rice,6700,16400,2.447761194
4109,Gujarat,sabar kantha,2010,kharif,Rice,5600,12000,2.142857143
4110,Gujarat,sabar kantha,2011,kharif,Rice,6700,15900,2.373134328
4111,Gujarat,sabar kantha,2012,kharif,Rice,3700,8200,2.216216216
4113,Gujarat,surat,1998,kharif,Rice,80500,166400,2.067080745
4114,Gujarat,surat,1999,kharif,Rice,76700,143100,1.865710561
4115,Gujarat,surat,2000,kharif,Rice,70600,117000,1.657223796
4117,Gujarat,surat,2001,kharif,Rice,83500,167000,2
4119,Gujarat,surat,2002,kharif,Rice,73500,137200,1.866666667
4121,Gujarat,surat,2003,kharif,Rice,80000,154800,1.935
4123,Gujarat,surat,2004,kharif,Rice,79300,141000,1.778058008
4125,Gujarat,surat,2005,kharif,Rice,68300,131200,1.920937042
4127,Gujarat,surat,2006,kharif,Rice,72600,144200,1.986225895
4129,Gujarat,surat,2007,kharif,Rice,80500,154900,1.924223602
4131,Gujarat,surat,2008,kharif,Rice,58400,124300,2.128424658
4133,Gujarat,surat,2009,kharif,Rice,54600,130300,2.386446886
4135,Gujarat,surat,2010,kharif,Rice,60700,124000,2.042833608
4137,Gujarat,surat,2011,kharif,Rice,52300,126800,2.424474187
4139,Gujarat,surat,2012,kharif,Rice,39700,84100,2.118387909
4142,Gujarat,surendranagar,1998,kharif,Rice,100,300,3
4143,Gujarat,surendranagar,1999,kharif,Rice,500,1000,2
4144,Gujarat,surendranagar,2000,kharif,Rice,700,400,0.571428571
4145,Gujarat,surendranagar,2001,kharif,Rice,800,1200,1.5
4146,Gujarat,surendranagar,2002,kharif,Rice,600,600,1
4147,Gujarat,surendranagar,2003,kharif,Rice,200,300,1.5
4148,Gujarat,surendranagar,2005,kharif,Rice,500,1100,2.2
4149,Gujarat,surendranagar,2006,kharif,Rice,500,900,1.8
4150,Gujarat,surendranagar,2007,kharif,Rice,800,1500,1.875
4151,Gujarat,surendranagar,2008,kharif,Rice,900,1000,1.111111111
4152,Gujarat,surendranagar,2009,kharif,Rice,600,600,1
4153,Gujarat,surendranagar,2011,kharif,Rice,500,1200,2.4
4154,Gujarat,surendranagar,2012,kharif,Rice,200,400,2
4155,Gujarat,tapi,2008,kharif,Rice,25700,38100,1.482490272
4157,Gujarat,tapi,2009,kharif,Rice,29400,48300,1.642857143
4159,Gujarat,tapi,2010,kharif,Rice,35400,71900,2.031073446
4161,Gujarat,tapi,2011,kharif,Rice,47300,99300,2.099365751
4163,Gujarat,tapi,2012,kharif,Rice,45800,119400,2.6069869
4166,Gujarat,vadodara,1998,kharif,Rice,53500,61900,1.157009346
4167,Gujarat,vadodara,1999,kharif,Rice,48300,26800,0.554865424
4168,Gujarat,vadodara,2000,kharif,Rice,51500,6100,0.118446602
4169,Gujarat,vadodara,2001,kharif,Rice,58600,48700,0.83105802
4170,Gujarat,vadodara,2002,kharif,Rice,47200,38000,0.805084746
4171,Gujarat,vadodara,2003,kharif,Rice,47200,59400,1.258474576
4172,Gujarat,vadodara,2004,kharif,Rice,52100,54300,1.042226488
4173,Gujarat,vadodara,2005,kharif,Rice,53100,61300,1.154425612
4174,Gujarat,vadodara,2006,kharif,Rice,49500,57400,1.15959596
4175,Gujarat,vadodara,2007,kharif,Rice,61400,83600,1.361563518
4176,Gujarat,vadodara,2008,kharif,Rice,60400,67100,1.110927152
4177,Gujarat,vadodara,2009,kharif,Rice,52500,47700,0.908571429
4178,Gujarat,vadodara,2010,kharif,Rice,55100,68100,1.235934664
4179,Gujarat,vadodara,2011,kharif,Rice,44400,55300,1.245495495
4180,Gujarat,vadodara,2012,kharif,Rice,44600,63200,1.417040359
4182,Gujarat,valsad,1998,kharif,Rice,102300,195700,1.913000978
4183,Gujarat,valsad,1999,kharif,Rice,97300,183900,1.890030832
4184,Gujarat,valsad,2000,kharif,Rice,99800,162800,1.631262525
4186,Gujarat,valsad,2001,kharif,Rice,109200,229900,2.105311355
4188,Gujarat,valsad,2002,kharif,Rice,87900,142600,1.622298066
4190,Gujarat,valsad,2003,kharif,Rice,42700,93300,2.18501171
4192,Gujarat,valsad,2004,kharif,Rice,49100,89400,1.820773931
4194,Gujarat,valsad,2005,kharif,Rice,47500,94800,1.995789474
4196,Gujarat,valsad,2006,kharif,Rice,50600,96500,1.907114625
4198,Gujarat,valsad,2007,kharif,Rice,57500,127700,2.220869565
4200,Gujarat,valsad,2008,kharif,Rice,60300,127500,2.114427861
4202,Gujarat,valsad,2009,kharif,Rice,58300,112900,1.936535163
4204,Gujarat,valsad,2010,kharif,Rice,58600,118200,2.017064846
4206,Gujarat,valsad,2011,kharif,Rice,67300,145100,2.156017831
4208,Gujarat,valsad,2012,kharif,Rice,63800,143900,2.255485893
4210,Haryana,ambala,1997,kharif,Rice,65000,182000,2.8
4211,Haryana,ambala,1998,kharif,Rice,71365,186000,2.606319624
4212,Haryana,ambala,1999,kharif,Rice,72185,206000,2.853778486
4213,Haryana,ambala,2000,kharif,Rice,71840,217000,3.020601336
4214,Haryana,ambala,2001,kharif,Rice,74881,233000,3.111603745
4215,Haryana,ambala,2002,kharif,Rice,61465,183000,2.977304157
4216,Haryana,ambala,2003,kharif,Rice,73240,227000,3.099399235
4217,Haryana,ambala,2004,kharif,Rice,73580,233000,3.166621365
4218,Haryana,ambala,2005,kharif,Rice,76540,254000,3.318526261
4219,Haryana,ambala,2006,kharif,Rice,75737,261000,3.446135971
4220,Haryana,ambala,2007,kharif,Rice,75164,277000,3.685274866
4221,Haryana,ambala,2008,kharif,Rice,81002,267000,3.296214908
4222,Haryana,ambala,2009,kharif,Rice,82283,306000,3.718872671
4223,Haryana,ambala,2010,kharif,Rice,81869,282000,3.444527233
4224,Haryana,ambala,2011,kharif,Rice,82586,322000,3.898965926
4225,Haryana,ambala,2012,kharif,Rice,82642,343000,4.150431984
4226,Haryana,bhiwani,1997,kharif,Rice,1000,3000,3
4227,Haryana,bhiwani,1998,kharif,Rice,7223,16000,2.215146061
4228,Haryana,bhiwani,1999,kharif,Rice,7317,17000,2.323356567
4229,Haryana,bhiwani,2000,kharif,Rice,8159,20000,2.451280794
4230,Haryana,bhiwani,2001,kharif,Rice,7422,21000,2.829426031
4231,Haryana,bhiwani,2002,kharif,Rice,6491,19000,2.927129872
4232,Haryana,bhiwani,2003,kharif,Rice,9890,23000,2.325581395
4233,Haryana,bhiwani,2004,kharif,Rice,11412,14000,1.226778829
4234,Haryana,bhiwani,2005,kharif,Rice,12526,25000,1.995848635
4235,Haryana,bhiwani,2006,kharif,Rice,13666,26000,1.902531831
4236,Haryana,bhiwani,2007,kharif,Rice,14818,40000,2.699419625
4237,Haryana,bhiwani,2008,kharif,Rice,21217,45000,2.120940755
4238,Haryana,bhiwani,2009,kharif,Rice,19028,44000,2.312381753
4239,Haryana,bhiwani,2010,kharif,Rice,21314,44000,2.064370836
4240,Haryana,bhiwani,2011,kharif,Rice,17520,46000,2.625570776
4241,Haryana,bhiwani,2012,kharif,Rice,14981,40000,2.670048728
4242,Haryana,faridabad,1997,kharif,Rice,21000,59000,2.80952381
4243,Haryana,faridabad,1998,kharif,Rice,30124,70000,2.323728589
4244,Haryana,faridabad,1999,kharif,Rice,28820,58000,2.012491325
4245,Haryana,faridabad,2000,kharif,Rice,28959,80000,2.76252633
4246,Haryana,faridabad,2001,kharif,Rice,31274,88000,2.813838972
4247,Haryana,faridabad,2002,kharif,Rice,18092,48000,2.653106345
4248,Haryana,faridabad,2003,kharif,Rice,28333,78000,2.752973564
4249,Haryana,faridabad,2004,kharif,Rice,28255,68000,2.40665369
4250,Haryana,faridabad,2005,kharif,Rice,26376,70000,2.653927813
4251,Haryana,faridabad,2006,kharif,Rice,27360,84000,3.070175439
4252,Haryana,faridabad,2007,kharif,Rice,29214,94000,3.21763538
4253,Haryana,faridabad,2008,kharif,Rice,8447,22000,2.604474962
4254,Haryana,faridabad,2009,kharif,Rice,9560,24000,2.510460251
4255,Haryana,faridabad,2010,kharif,Rice,9550,18000,1.884816754
4256,Haryana,faridabad,2011,kharif,Rice,11554,28000,2.42340315
4257,Haryana,faridabad,2012,kharif,Rice,10709,25000,2.334485013
4258,Haryana,gurgaon,1997,kharif,Rice,7000,20000,2.857142857
4259,Haryana,gurgaon,1998,kharif,Rice,10884,25000,2.296949651
4260,Haryana,gurgaon,1999,kharif,Rice,9465,22000,2.324352879
4261,Haryana,gurgaon,2000,kharif,Rice,7881,20000,2.537749017
4262,Haryana,gurgaon,2001,kharif,Rice,7503,21000,2.798880448
4263,Haryana,gurgaon,2002,kharif,Rice,2639,8000,3.031451307
4264,Haryana,gurgaon,2003,kharif,Rice,7491,19000,2.536376986
4265,Haryana,gurgaon,2004,kharif,Rice,6252,18000,2.879078695
4266,Haryana,gurgaon,2005,kharif,Rice,2197,6000,2.730996814
4267,Haryana,gurgaon,2006,kharif,Rice,2322,6000,2.583979328
4268,Haryana,gurgaon,2007,kharif,Rice,2615,10000,3.824091778
4269,Haryana,gurgaon,2008,kharif,Rice,3457,8000,2.314145213
4270,Haryana,gurgaon,2009,kharif,Rice,4425,14000,3.163841808
4271,Haryana,gurgaon,2010,kharif,Rice,5151,14000,2.717918851
4272,Haryana,gurgaon,2011,kharif,Rice,4803,15000,3.123048095
4273,Haryana,gurgaon,2012,kharif,Rice,4452,13000,2.920035939
4274,Haryana,hissar,1997,kharif,Rice,22000,64000,2.909090909
4275,Haryana,hissar,1998,kharif,Rice,43409,97000,2.234559654
4276,Haryana,hissar,1999,kharif,Rice,44552,107000,2.401687915
4277,Haryana,hissar,2000,kharif,Rice,33285,63000,1.892744479
4278,Haryana,hissar,2001,kharif,Rice,20353,37000,1.817913821
4279,Haryana,hissar,2002,kharif,Rice,21328,41000,1.922355589
4280,Haryana,hissar,2003,kharif,Rice,27931,68000,2.434570907
4281,Haryana,hissar,2004,kharif,Rice,28281,63000,2.227644001
4282,Haryana,hissar,2005,kharif,Rice,35448,87000,2.454299255
4283,Haryana,hissar,2006,kharif,Rice,35283,94000,2.664172548
4284,Haryana,hissar,2007,kharif,Rice,37626,99000,2.631159305
4285,Haryana,hissar,2008,kharif,Rice,48567,132000,2.717894867
4286,Haryana,hissar,2009,kharif,Rice,43250,94000,2.173410405
4287,Haryana,hissar,2010,kharif,Rice,44733,113000,2.5260993
4288,Haryana,hissar,2011,kharif,Rice,42921,111000,2.586146642
4289,Haryana,hissar,2012,kharif,Rice,42070,102000,2.424530544
4290,Haryana,jind,1997,kharif,Rice,81000,224000,2.765432099
4291,Haryana,jind,1998,kharif,Rice,110962,230000,2.072781673
4292,Haryana,jind,1999,kharif,Rice,116552,205000,1.758871577
4293,Haryana,jind,2000,kharif,Rice,111598,222000,1.989282962
4294,Haryana,jind,2001,kharif,Rice,104307,222000,2.12833271
4295,Haryana,jind,2002,kharif,Rice,69245,130000,1.877391869
4296,Haryana,jind,2003,kharif,Rice,91072,218000,2.393710471
4297,Haryana,jind,2004,kharif,Rice,90894,201000,2.211367087
4298,Haryana,jind,2005,kharif,Rice,96708,258000,2.667824792
4299,Haryana,jind,2006,kharif,Rice,93719,248000,2.646208346
4300,Haryana,jind,2007,kharif,Rice,95256,249000,2.614008566
4301,Haryana,jind,2008,kharif,Rice,106846,250000,2.339816184
4302,Haryana,jind,2009,kharif,Rice,108272,296000,2.733855475
4303,Haryana,jind,2010,kharif,Rice,113883,284000,2.493787484
4304,Haryana,jind,2011,kharif,Rice,114854,297000,2.585891654
4305,Haryana,jind,2012,kharif,Rice,114012,318000,2.789180086
4306,Haryana,kaithal,1997,kharif,Rice,150000,434000,2.893333333
4307,Haryana,kaithal,1998,kharif,Rice,162169,349000,2.152075921
4308,Haryana,kaithal,1999,kharif,Rice,162873,364000,2.234870114
4309,Haryana,kaithal,2000,kharif,Rice,164224,391000,2.380894388
4310,Haryana,kaithal,2001,kharif,Rice,160911,402000,2.498275444
4311,Haryana,kaithal,2002,kharif,Rice,170163,444000,2.609262883
4312,Haryana,kaithal,2003,kharif,Rice,156847,388000,2.473748302
4313,Haryana,kaithal,2004,kharif,Rice,152637,399000,2.614045087
4314,Haryana,kaithal,2005,kharif,Rice,150621,477000,3.166889079
4315,Haryana,kaithal,2006,kharif,Rice,150635,473000,3.140040495
4316,Haryana,kaithal,2007,kharif,Rice,152110,513000,3.372559332
4317,Haryana,kaithal,2008,kharif,Rice,156311,391000,2.501423444
4318,Haryana,kaithal,2009,kharif,Rice,158348,462000,2.917624473
4319,Haryana,kaithal,2010,kharif,Rice,158671,436000,2.747824114
4320,Haryana,kaithal,2011,kharif,Rice,158896,461000,2.901268754
4321,Haryana,kaithal,2012,kharif,Rice,162461,512000,3.151525597
4322,Haryana,karnal,1997,kharif,Rice,161000,427000,2.652173913
4323,Haryana,karnal,1998,kharif,Rice,161526,357000,2.210170499
4324,Haryana,karnal,1999,kharif,Rice,161526,447000,2.767356339
4325,Haryana,karnal,2000,kharif,Rice,157949,444000,2.811033941
4326,Haryana,karnal,2001,kharif,Rice,166037,494000,2.975240458
4327,Haryana,karnal,2002,kharif,Rice,159111,426000,2.677376171
4328,Haryana,karnal,2003,kharif,Rice,167481,499000,2.979442444
4329,Haryana,karnal,2004,kharif,Rice,167405,567000,3.386995609
4330,Haryana,karnal,2005,kharif,Rice,169130,521000,3.080470644
4331,Haryana,karnal,2006,kharif,Rice,166200,553000,3.327316486
4332,Haryana,karnal,2007,kharif,Rice,167149,610000,3.649438525
4333,Haryana,karnal,2008,kharif,Rice,169034,465000,2.750925849
4334,Haryana,karnal,2009,kharif,Rice,171517,521000,3.037599771
4335,Haryana,karnal,2010,kharif,Rice,172698,461000,2.669399761
4336,Haryana,karnal,2011,kharif,Rice,165034,501000,3.03573809
4337,Haryana,karnal,2012,kharif,Rice,170172,572000,3.361305033
4338,Haryana,kurukshetra,1997,kharif,Rice,106000,327000,3.08490566
4339,Haryana,kurukshetra,1998,kharif,Rice,113715,267000,2.347975201
4340,Haryana,kurukshetra,1999,kharif,Rice,111611,335000,3.001496268
4341,Haryana,kurukshetra,2000,kharif,Rice,111765,357000,3.194202121
4342,Haryana,kurukshetra,2001,kharif,Rice,111396,367000,3.294552767
4343,Haryana,kurukshetra,2002,kharif,Rice,106928,371000,3.46962442
4344,Haryana,kurukshetra,2003,kharif,Rice,111949,348000,3.108558361
4345,Haryana,kurukshetra,2004,kharif,Rice,121844,468000,3.840976987
4346,Haryana,kurukshetra,2005,kharif,Rice,110791,416000,3.75481763
4347,Haryana,kurukshetra,2006,kharif,Rice,108950,440000,4.038549793
4348,Haryana,kurukshetra,2007,kharif,Rice,114536,460000,4.016204512
4349,Haryana,kurukshetra,2008,kharif,Rice,121530,408000,3.357195754
4350,Haryana,kurukshetra,2009,kharif,Rice,117969,453000,3.839991862
4351,Haryana,kurukshetra,2010,kharif,Rice,119783,383000,3.19744872
4352,Haryana,kurukshetra,2011,kharif,Rice,121216,459000,3.786628828
4353,Haryana,kurukshetra,2012,kharif,Rice,110728,477000,4.307853479
4354,Haryana,mahendragarh,2000,kharif,Rice,1,,0
4355,Haryana,mahendragarh,2006,kharif,Rice,1,,0
4356,Haryana,mahendragarh,2009,kharif,Rice,33,,0
4357,Haryana,mahendragarh,2010,kharif,Rice,25,,0
4358,Haryana,mahendragarh,2011,kharif,Rice,39,,0
4359,Haryana,mewat,2005,kharif,Rice,8623,27000,3.131160849
4360,Haryana,mewat,2006,kharif,Rice,8097,15000,1.852537977
4361,Haryana,mewat,2007,kharif,Rice,8541,22000,2.575810795
4362,Haryana,mewat,2008,kharif,Rice,7110,16000,2.250351617
4363,Haryana,mewat,2009,kharif,Rice,6050,18000,2.975206612
4364,Haryana,mewat,2010,kharif,Rice,6177,17000,2.752145054
4365,Haryana,mewat,2011,kharif,Rice,6069,18000,2.965892239
4366,Haryana,mewat,2012,kharif,Rice,4051,13000,3.209084177
4367,Haryana,palwal,2008,kharif,Rice,27185,74000,2.722089388
4368,Haryana,palwal,2009,kharif,Rice,30738,85000,2.765306786
4369,Haryana,palwal,2010,kharif,Rice,33070,91000,2.751738736
4370,Haryana,palwal,2011,kharif,Rice,32387,88000,2.717139593
4371,Haryana,palwal,2012,kharif,Rice,30021,83000,2.764731355
4372,Haryana,panipat,1997,kharif,Rice,69000,169000,2.449275362
4373,Haryana,panipat,1998,kharif,Rice,71746,154000,2.146461127
4374,Haryana,panipat,1999,kharif,Rice,70637,144000,2.038591673
4375,Haryana,panipat,2000,kharif,Rice,77458,187000,2.414211573
4376,Haryana,panipat,2001,kharif,Rice,71831,167000,2.324901505
4377,Haryana,panipat,2002,kharif,Rice,64007,161000,2.515349884
4378,Haryana,panipat,2003,kharif,Rice,72317,164000,2.267793188
4379,Haryana,panipat,2004,kharif,Rice,72281,164000,2.268922677
4380,Haryana,panipat,2005,kharif,Rice,70753,181000,2.558195412
4381,Haryana,panipat,2006,kharif,Rice,70777,194000,2.741003433
4382,Haryana,panipat,2007,kharif,Rice,73632,188000,2.553237723
4383,Haryana,panipat,2008,kharif,Rice,77763,169000,2.173270064
4384,Haryana,panipat,2009,kharif,Rice,76960,205000,2.663721414
