,State_Name,ind_district,Crop_Year,Season,Crop,Area,Production,Value
574,Arunachal Pradesh,lower dibang valley,2009,kharif,Rice,11169,8934.66,0.799951652
575,Arunachal Pradesh,lower dibang valley,2010,kharif,Rice,11180,13760,1.230769231
576,Arunachal Pradesh,lower dibang valley,2011,kharif,Rice,11357,14995,1.320331073
577,Arunachal Pradesh,lower dibang valley,2012,kharif,Rice,11460,14822,1.293368237
578,Arunachal Pradesh,lower dibang valley,2013,kharif,Rice,14595,16058,1.100239808
579,Arunachal Pradesh,lower dibang valley,2014,kharif,Rice,13906,16479,1.185028045
580,Arunachal Pradesh,lower subansiri,1997,kharif,Rice,21064,19900,0.94473984
581,Arunachal Pradesh,lower subansiri,1998,kharif,Rice,21585,15045,0.697011814
582,Arunachal Pradesh,lower subansiri,1999,kharif,Rice,22000,10500,0.477272727
583,Arunachal Pradesh,lower subansiri,2000,kharif,Rice,18150,18150,1
584,Arunachal Pradesh,lower subansiri,2001,kharif,Rice,4350,3500,0.804597701
585,Arunachal Pradesh,lower subansiri,2002,kharif,Rice,14800,17465,1.180067568
586,Arunachal Pradesh,lower subansiri,2003,kharif,Rice,8460,10152,1.2
587,Arunachal Pradesh,lower subansiri,2004,kharif,Rice,9306,11167,1.199978508
588,Arunachal Pradesh,lower subansiri,2005,kharif,Rice,9500,11600,1.221052632
589,Arunachal Pradesh,lower subansiri,2006,kharif,Rice,9643,12075,1.252203671
590,Arunachal Pradesh,lower subansiri,2007,kharif,Rice,7685,9459,1.230839297
591,Arunachal Pradesh,lower subansiri,2008,kharif,Rice,7839,9647,1.230641663
592,Arunachal Pradesh,lower subansiri,2009,kharif,Rice,10193,12544.66,1.230713235
593,Arunachal Pradesh,lower subansiri,2010,kharif,Rice,8155,10655,1.306560392
594,Arunachal Pradesh,lower subansiri,2011,kharif,Rice,8285,1161,0.14013277
595,Arunachal Pradesh,lower subansiri,2012,kharif,Rice,8290,14358,1.731966224
596,Arunachal Pradesh,lower subansiri,2013,kharif,Rice,8373,14792,1.766630837
597,Arunachal Pradesh,lower subansiri,2014,kharif,Rice,7673,15210,1.982275512
598,Arunachal Pradesh,tawang,1997,kharif,Rice,868,1050,1.209677419
599,Arunachal Pradesh,tawang,1998,kharif,Rice,890,1112,1.249438202
600,Arunachal Pradesh,tawang,1999,kharif,Rice,900,1170,1.3
601,Arunachal Pradesh,tawang,2000,kharif,Rice,902,1205,1.335920177
602,Arunachal Pradesh,tawang,2001,kharif,Rice,902,1190,1.319290466
603,Arunachal Pradesh,tawang,2002,kharif,Rice,907,1210,1.334068357
604,Arunachal Pradesh,tawang,2003,kharif,Rice,911,1221,1.340285401
605,Arunachal Pradesh,tawang,2004,kharif,Rice,911,1230,1.350164654
606,Arunachal Pradesh,tawang,2005,kharif,Rice,777,1057,1.36036036
607,Arunachal Pradesh,tawang,2006,kharif,Rice,770,1082,1.405194805
608,Arunachal Pradesh,tawang,2007,kharif,Rice,770,1082,1.405194805
609,Arunachal Pradesh,tawang,2008,kharif,Rice,758,758,1
610,Arunachal Pradesh,tawang,2009,kharif,Rice,760,785.33,1.033328947
611,Arunachal Pradesh,tawang,2010,kharif,Rice,765,795,1.039215686
612,Arunachal Pradesh,tawang,2011,kharif,Rice,777,866,1.114543115
613,Arunachal Pradesh,tawang,2012,kharif,Rice,835,930,1.113772455
614,Arunachal Pradesh,tawang,2013,kharif,Rice,835,879,1.052694611
615,Arunachal Pradesh,tawang,2014,kharif,Rice,835,1298,1.554491018
616,Arunachal Pradesh,tirap,1997,kharif,Rice,5345,3700,0.692235734
617,Arunachal Pradesh,tirap,1998,kharif,Rice,5345,1942,0.363330215
618,Arunachal Pradesh,tirap,1999,kharif,Rice,5354,5400,1.008591707
619,Arunachal Pradesh,tirap,2000,kharif,Rice,5343,3036,0.568220101
620,Arunachal Pradesh,tirap,2001,kharif,Rice,8300,10458,1.26
621,Arunachal Pradesh,tirap,2002,kharif,Rice,5580,2490,0.446236559
622,Arunachal Pradesh,tirap,2003,kharif,Rice,5582,3830,0.686134002
623,Arunachal Pradesh,tirap,2004,kharif,Rice,5585,2383,0.426678603
624,Arunachal Pradesh,tirap,2005,kharif,Rice,4612,2509,0.544015611
625,Arunachal Pradesh,tirap,2006,kharif,Rice,5615,3961,0.705431879
626,Arunachal Pradesh,tirap,2007,kharif,Rice,5500,3971,0.722
627,Arunachal Pradesh,tirap,2008,kharif,Rice,5625,4062,0.722133333
628,Arunachal Pradesh,tirap,2009,kharif,Rice,4995,2643.33,0.529195195
629,Arunachal Pradesh,tirap,2010,kharif,Rice,5002,4073,0.81427429
630,Arunachal Pradesh,tirap,2011,kharif,Rice,5082,4438,0.873278237
631,Arunachal Pradesh,tirap,2012,kharif,Rice,5080,4487,0.883267717
632,Arunachal Pradesh,tirap,2013,kharif,Rice,2280,1976,0.866666667
633,Arunachal Pradesh,tirap,2014,kharif,Rice,2280,2908,1.275438596
634,Arunachal Pradesh,upper subansiri,1997,kharif,Rice,3915,2750,0.702426564
635,Arunachal Pradesh,upper subansiri,1998,kharif,Rice,4015,1500,0.373599004
636,Arunachal Pradesh,upper subansiri,1999,kharif,Rice,4300,2975,0.691860465
637,Arunachal Pradesh,upper subansiri,2000,kharif,Rice,4500,3600,0.8
638,Arunachal Pradesh,upper subansiri,2001,kharif,Rice,20500,16088,0.784780488
639,Arunachal Pradesh,upper subansiri,2002,kharif,Rice,4520,4695,1.038716814
640,Arunachal Pradesh,upper subansiri,2003,kharif,Rice,4550,5295,1.163736264
641,Arunachal Pradesh,upper subansiri,2004,kharif,Rice,4555,5296,1.162678375
642,Arunachal Pradesh,upper subansiri,2005,kharif,Rice,4800,6708,1.3975
643,Arunachal Pradesh,upper subansiri,2006,kharif,Rice,5164,5063,0.980441518
644,Arunachal Pradesh,upper subansiri,2007,kharif,Rice,5100,11079,2.172352941
645,Arunachal Pradesh,upper subansiri,2008,kharif,Rice,5839,7739,1.325398185
646,Arunachal Pradesh,upper subansiri,2009,kharif,Rice,4328,5433.33,1.255390481
647,Arunachal Pradesh,upper subansiri,2010,kharif,Rice,4169,5681,1.362676901
648,Arunachal Pradesh,upper subansiri,2011,kharif,Rice,4235,6190,1.46162928
649,Arunachal Pradesh,upper subansiri,2012,kharif,Rice,4425,5935,1.341242938
650,Arunachal Pradesh,upper subansiri,2013,kharif,Rice,5062,9280,1.833267483
651,Arunachal Pradesh,upper subansiri,2014,kharif,Rice,5062,9698,1.91584354
652,Arunachal Pradesh,west kameng,1997,kharif,Rice,915,880,0.961748634
653,Arunachal Pradesh,west kameng,1998,kharif,Rice,913,806,0.882803943
654,Arunachal Pradesh,west kameng,1999,kharif,Rice,850,700,0.823529412
655,Arunachal Pradesh,west kameng,2000,kharif,Rice,855,756,0.884210526
656,Arunachal Pradesh,west kameng,2001,kharif,Rice,855,1163,1.360233918
657,Arunachal Pradesh,west kameng,2002,kharif,Rice,855,1160,1.356725146
658,Arunachal Pradesh,west kameng,2003,kharif,Rice,859,723,0.841676368
659,Arunachal Pradesh,west kameng,2004,kharif,Rice,908,727,0.800660793
660,Arunachal Pradesh,west kameng,2005,kharif,Rice,860,760,0.88372093
661,Arunachal Pradesh,west kameng,2006,kharif,Rice,854,774,0.906323185
662,Arunachal Pradesh,west kameng,2007,kharif,Rice,861,809,0.93960511
663,Arunachal Pradesh,west kameng,2008,kharif,Rice,880,939,1.067045455
664,Arunachal Pradesh,west kameng,2009,kharif,Rice,865,798.66,0.923306358
665,Arunachal Pradesh,west kameng,2010,kharif,Rice,866,799,0.922632794
666,Arunachal Pradesh,west kameng,2011,kharif,Rice,880,870,0.988636364
667,Arunachal Pradesh,west kameng,2012,kharif,Rice,867,890,1.026528258
668,Arunachal Pradesh,west kameng,2013,kharif,Rice,880,891,1.0125
669,Arunachal Pradesh,west kameng,2014,kharif,Rice,880,1256,1.427272727
670,Arunachal Pradesh,west siang,1997,kharif,Rice,18750,16500,0.88
671,Arunachal Pradesh,west siang,1998,kharif,Rice,19170,17714,0.924047992
672,Arunachal Pradesh,west siang,1999,kharif,Rice,19291,21816,1.130890052
673,Arunachal Pradesh,west siang,2000,kharif,Rice,19291,21816,1.130890052
674,Arunachal Pradesh,west siang,2001,kharif,Rice,19291,21872,1.13379296
675,Arunachal Pradesh,west siang,2002,kharif,Rice,19953,22135,1.109356989
676,Arunachal Pradesh,west siang,2003,kharif,Rice,19355,22345,1.154482046
677,Arunachal Pradesh,west siang,2004,kharif,Rice,23857,18436,0.772771094
678,Arunachal Pradesh,west siang,2005,kharif,Rice,24000,22900,0.954166667
679,Arunachal Pradesh,west siang,2006,kharif,Rice,24343,21275,0.873967876
680,Arunachal Pradesh,west siang,2007,kharif,Rice,24951,21935,0.879123081
681,Arunachal Pradesh,west siang,2008,kharif,Rice,25106,22309,0.888592368
682,Arunachal Pradesh,west siang,2009,kharif,Rice,25136,22455.33,0.893353358
683,Arunachal Pradesh,west siang,2010,kharif,Rice,25148,22569,0.897447113
684,Arunachal Pradesh,west siang,2011,kharif,Rice,25547,24596,0.962774494
685,Arunachal Pradesh,west siang,2012,kharif,Rice,25528,24632,0.964901285
686,Arunachal Pradesh,west siang,2013,kharif,Rice,25561,24801,0.970267204
687,Arunachal Pradesh,west siang,2014,kharif,Rice,24811,25220,1.016484624
2049,Bihar,araria,1999,kharif,Rice,24619,23238,0.943905114
2052,Bihar,araria,2000,kharif,Rice,24075,31507,1.308701973
2055,Bihar,araria,2001,kharif,Rice,15573,33183,2.130803313
2120,Bihar,aurangabad,2000,kharif,Rice,4,5,1.25
2141,Bihar,begusarai,1999,kharif,Rice,6783,10626,1.566563467
2144,Bihar,begusarai,2000,kharif,Rice,7127,7590,1.064964221
2147,Bihar,begusarai,2001,kharif,Rice,342,570,1.666666667
2192,Bihar,bhagalpur,1999,kharif,Rice,1068,1216,1.138576779
2195,Bihar,bhagalpur,2000,kharif,Rice,1130,1432,1.267256637
2198,Bihar,bhagalpur,2001,kharif,Rice,496,946,1.907258065
2243,Bihar,bhojpur,1999,kharif,Rice,581,656,1.12908778
2245,Bihar,bhojpur,2000,kharif,Rice,606,785,1.295379538
2248,Bihar,bhojpur,2001,kharif,Rice,9,15,1.666666667
2314,Bihar,darbhanga,1999,kharif,Rice,18926,11073,0.58506816
2317,Bihar,darbhanga,2000,kharif,Rice,19440,20077,1.03276749
2320,Bihar,darbhanga,2001,kharif,Rice,933,1063,1.139335477
2366,Bihar,gaya,1999,kharif,Rice,410,506,1.234146341
2368,Bihar,gaya,2000,kharif,Rice,1,2,2
2371,Bihar,gaya,2001,kharif,Rice,7,12,1.714285714
2411,Bihar,gopalganj,1999,kharif,Rice,60993,82444,1.351696096
2414,Bihar,gopalganj,2000,kharif,Rice,58693,68344,1.164431874
2417,Bihar,gopalganj,2001,kharif,Rice,35,72,2.057142857
2456,Bihar,jamui,2001,kharif,Rice,39,65,1.666666667
2481,Bihar,jehanabad,1999,kharif,Rice,3,3,1
2484,Bihar,jehanabad,2000,kharif,Rice,3,4,1.333333333
2487,Bihar,jehanabad,2001,kharif,Rice,2,3,1.5
2511,Bihar,katihar,1999,kharif,Rice,17168,9117,0.531046132
2514,Bihar,katihar,2000,kharif,Rice,12469,12868,1.031999358
2517,Bihar,katihar,2001,kharif,Rice,39998,80525,2.013225661
2563,Bihar,khagaria,1999,kharif,Rice,6720,5465,0.813244048
2566,Bihar,khagaria,2000,kharif,Rice,4379,1819,0.415391642
2569,Bihar,khagaria,2001,kharif,Rice,1001,1670,1.668331668
2615,Bihar,kishanganj,1999,kharif,Rice,8165,7408,0.907287201
2618,Bihar,kishanganj,2000,kharif,Rice,19197,20153,1.049799448
2621,Bihar,kishanganj,2001,kharif,Rice,11836,21144,1.786414329
2685,Bihar,madhepura,1999,kharif,Rice,18823,22287,1.184030176
2688,Bihar,madhepura,2000,kharif,Rice,20343,27435,1.348621147
2691,Bihar,madhepura,2001,kharif,Rice,1388,2035,1.466138329
2737,Bihar,madhubani,1999,kharif,Rice,31979,43125,1.34854123
2740,Bihar,madhubani,2000,kharif,Rice,37328,37013,0.991561294
2743,Bihar,madhubani,2001,kharif,Rice,3362,4879,1.451219512
2792,Bihar,munger,2001,kharif,Rice,167,279,1.670658683
2826,Bihar,muzaffarpur,1999,kharif,Rice,25290,20166,0.797390273
2829,Bihar,muzaffarpur,2000,kharif,Rice,30980,35774,1.154744997
2832,Bihar,muzaffarpur,2001,kharif,Rice,800,1464,1.83
2907,Bihar,nawada,1999,kharif,Rice,54,57,1.055555556
2910,Bihar,nawada,2000,kharif,Rice,46,57,1.239130435
2913,Bihar,nawada,2001,kharif,Rice,41,75,1.829268293
2939,Bihar,pashchim champaran,1999,kharif,Rice,57964,121964,2.1041336
2942,Bihar,pashchim champaran,2000,kharif,Rice,64857,153081,2.360284935
2945,Bihar,pashchim champaran,2001,kharif,Rice,10612,20316,1.914436487
2991,Bihar,patna,1999,kharif,Rice,658,700,1.063829787
2994,Bihar,patna,2000,kharif,Rice,679,840,1.237113402
2997,Bihar,patna,2001,kharif,Rice,163,276,1.693251534
3033,Bihar,purbi champaran,1999,kharif,Rice,79613,124729,1.566691369
3036,Bihar,purbi champaran,2000,kharif,Rice,82641,88200,1.067266853
3039,Bihar,purbi champaran,2001,kharif,Rice,722,1466,2.030470914
3081,Bihar,purnia,1999,kharif,Rice,21361,17118,0.801366977
3084,Bihar,purnia,2000,kharif,Rice,25315,45343,1.791151491
3087,Bihar,purnia,2001,kharif,Rice,20748,43473,2.095286293
3133,Bihar,rohtas,1999,kharif,Rice,575,775,1.347826087
3136,Bihar,rohtas,2000,kharif,Rice,548,792,1.445255474
3139,Bihar,rohtas,2001,kharif,Rice,497,1011,2.034205231
3179,Bihar,saharsa,1999,kharif,Rice,16497,17285,1.047766261
3182,Bihar,saharsa,2000,kharif,Rice,21618,38797,1.794661856
3185,Bihar,saharsa,2001,kharif,Rice,7388,12350,1.67162967
3231,Bihar,samastipur,1999,kharif,Rice,31846,40533,1.272781511
3234,Bihar,samastipur,2000,kharif,Rice,32802,35235,1.074172307
3237,Bihar,samastipur,2001,kharif,Rice,1273,1651,1.296936371
3279,Bihar,saran,1999,kharif,Rice,21058,24905,1.182685915
3282,Bihar,saran,2000,kharif,Rice,20631,25234,1.223110853
3285,Bihar,saran,2001,kharif,Rice,9,18,2
3351,Bihar,sitamarhi,1999,kharif,Rice,19103,28272,1.479976967
3354,Bihar,sitamarhi,2000,kharif,Rice,21010,26911,1.280866254
3357,Bihar,sitamarhi,2001,kharif,Rice,1260,2419,1.91984127
3400,Bihar,siwan,1999,kharif,Rice,37651,45811,1.216727311
3403,Bihar,siwan,2000,kharif,Rice,40356,49161,1.21818317
3406,Bihar,siwan,2001,kharif,Rice,183,375,2.049180328
3448,Bihar,vaishali,1999,kharif,Rice,9718,11866,1.221033134
3451,Bihar,vaishali,2000,kharif,Rice,12250,19943,1.628
3454,Bihar,vaishali,2001,kharif,Rice,336,648,1.928571429
3495,Chandigarh,chandigarh,1998,kharif,Rice,120,360,3
3496,Chandigarh,chandigarh,1999,kharif,Rice,80,240,3
3497,Chandigarh,chandigarh,2000,kharif,Rice,70,350,5
3498,Chandigarh,chandigarh,2001,kharif,Rice,50,250,5
3499,Chandigarh,chandigarh,2002,kharif,Rice,140,700,5
3500,Chandigarh,chandigarh,2003,kharif,Rice,100,500,5
3501,Chandigarh,chandigarh,2004,kharif,Rice,80,400,5
3502,Chandigarh,chandigarh,2005,kharif,Rice,50,250,5
3503,Chandigarh,chandigarh,2006,kharif,Rice,50,250,5
3504,Chandigarh,chandigarh,2007,kharif,Rice,50,250,5
3505,Chandigarh,chandigarh,2008,kharif,Rice,20,100,5
3506,Chandigarh,chandigarh,2009,kharif,Rice,20,100,5
3507,Chandigarh,chandigarh,2010,kharif,Rice,20,103,5.15
3508,Chhattisgarh,balod,2011,kharif,Rice,177115,327525,1.849222257
3509,Chhattisgarh,balod,2012,kharif,Rice,177182,357486,2.0176203
3510,Chhattisgarh,balod,2013,kharif,Rice,181677,291899,1.606692096
3511,Chhattisgarh,balod,2014,kharif,Rice,183795,348670,1.897059224
3512,Chhattisgarh,baloda bazar,2011,kharif,Rice,225302,264652,1.174654464
3513,Chhattisgarh,baloda bazar,2012,kharif,Rice,222135,382025,1.719787517
3514,Chhattisgarh,baloda bazar,2013,kharif,Rice,223120,324941,1.456350843
3515,Chhattisgarh,baloda bazar,2014,kharif,Rice,238360,383684,1.609682833
3516,Chhattisgarh,bastar,2000,kharif,Rice,258336,213319,0.825742444
3517,Chhattisgarh,bastar,2001,kharif,Rice,260224,385963,1.483195247
3518,Chhattisgarh,bastar,2002,kharif,Rice,258955,128736,0.497136568
3519,Chhattisgarh,bastar,2003,kharif,Rice,260206,439318,1.688346925
3520,Chhattisgarh,bastar,2004,kharif,Rice,260826,327311,1.254901735
3521,Chhattisgarh,bastar,2005,kharif,Rice,260734,349876,1.341888668
3522,Chhattisgarh,bastar,2006,kharif,Rice,239805,326040,1.359604679
3523,Chhattisgarh,bastar,2007,kharif,Rice,239537,345270,1.441405712
3524,Chhattisgarh,bastar,2008,kharif,Rice,240340,280325,1.166368478
3525,Chhattisgarh,bastar,2009,kharif,Rice,240074,278302,1.159234236
3526,Chhattisgarh,bastar,2010,kharif,Rice,239376,401486,1.677219103
3527,Chhattisgarh,bastar,2011,kharif,Rice,136930,145313,1.061221062
3528,Chhattisgarh,bastar,2012,kharif,Rice,137609,244700,1.778226715
3529,Chhattisgarh,bastar,2013,kharif,Rice,137727,229306,1.66493135
3530,Chhattisgarh,bastar,2014,kharif,Rice,132393,241480,1.823963503
3531,Chhattisgarh,bemetara,2011,kharif,Rice,155499,271535,1.746217017
3532,Chhattisgarh,bemetara,2012,kharif,Rice,154451,266542,1.72573826
3533,Chhattisgarh,bemetara,2013,kharif,Rice,156979,231018,1.471649074
3534,Chhattisgarh,bemetara,2014,kharif,Rice,160884,274799,1.708056737
3535,Chhattisgarh,bijapur,2006,kharif,Rice,59305,,0
3536,Chhattisgarh,bijapur,2007,kharif,Rice,61042,81497,1.335097146
3537,Chhattisgarh,bijapur,2008,kharif,Rice,61144,42886,0.701393432
3538,Chhattisgarh,bijapur,2009,kharif,Rice,58042,66370,1.143482306
3539,Chhattisgarh,bijapur,2010,kharif,Rice,59639,127052,2.130350945
3540,Chhattisgarh,bijapur,2011,kharif,Rice,55919,79528,1.422199968
3541,Chhattisgarh,bijapur,2012,kharif,Rice,60841,115818,1.903617626
3542,Chhattisgarh,bijapur,2013,kharif,Rice,61635,99211,1.609653606
3543,Chhattisgarh,bijapur,2014,kharif,Rice,61565,115289,1.872638675
3544,Chhattisgarh,bilaspur,2000,kharif,Rice,314066,195548,0.622633459
3545,Chhattisgarh,bilaspur,2001,kharif,Rice,319809,448855,1.403509595
3546,Chhattisgarh,bilaspur,2002,kharif,Rice,316368,212099,0.670418626
3547,Chhattisgarh,bilaspur,2003,kharif,Rice,320204,505972,1.580155151
3548,Chhattisgarh,bilaspur,2004,kharif,Rice,321626,433960,1.349269027
3549,Chhattisgarh,bilaspur,2005,kharif,Rice,322411,515483,1.598838129
3550,Chhattisgarh,bilaspur,2006,kharif,Rice,324475,462644,1.425823253
3551,Chhattisgarh,bilaspur,2007,kharif,Rice,325134,469491,1.443992323
3552,Chhattisgarh,bilaspur,2008,kharif,Rice,323407,447099,1.382465438
3553,Chhattisgarh,bilaspur,2009,kharif,Rice,305253,311696,1.021107082
3554,Chhattisgarh,bilaspur,2010,kharif,Rice,329117,551672,1.676218488
3555,Chhattisgarh,bilaspur,2011,kharif,Rice,224564,412102,1.8351205
3556,Chhattisgarh,bilaspur,2012,kharif,Rice,219766,436557,1.986462874
3557,Chhattisgarh,bilaspur,2013,kharif,Rice,222487,459300,2.064390279
3558,Chhattisgarh,bilaspur,2014,kharif,Rice,227579,456491,2.005857307
3559,Chhattisgarh,dantewada,2000,kharif,Rice,207469,177354,0.854845784
3560,Chhattisgarh,dantewada,2001,kharif,Rice,208838,273524,1.30974248
3561,Chhattisgarh,dantewada,2002,kharif,Rice,204492,113811,0.55655478
3562,Chhattisgarh,dantewada,2003,kharif,Rice,208224,283588,1.361937145
3563,Chhattisgarh,dantewada,2004,kharif,Rice,209076,212564,1.016682929
3564,Chhattisgarh,dantewada,2005,kharif,Rice,209077,171278,0.819210147
3565,Chhattisgarh,dantewada,2006,kharif,Rice,118352,211112,1.783763688
3566,Chhattisgarh,dantewada,2007,kharif,Rice,129463,181019,1.39822961
3567,Chhattisgarh,dantewada,2008,kharif,Rice,130262,144890,1.112296756
3568,Chhattisgarh,dantewada,2009,kharif,Rice,132580,96012,0.724181626
3569,Chhattisgarh,dantewada,2010,kharif,Rice,137791,261296,1.89632124
3570,Chhattisgarh,dantewada,2011,kharif,Rice,66335,84423,1.272676566
3571,Chhattisgarh,dantewada,2012,kharif,Rice,67846,164816,2.42926628
3572,Chhattisgarh,dantewada,2013,kharif,Rice,68153,112922,1.656889645
3573,Chhattisgarh,dantewada,2014,kharif,Rice,70366,131262,1.865417958
3574,Chhattisgarh,dhamtari,2000,kharif,Rice,143445,139175,0.970232493
3575,Chhattisgarh,dhamtari,2001,kharif,Rice,142588,213867,1.499894802
3576,Chhattisgarh,dhamtari,2002,kharif,Rice,139084,164690,1.18410457
3577,Chhattisgarh,dhamtari,2003,kharif,Rice,141585,217544,1.536490447
3578,Chhattisgarh,dhamtari,2004,kharif,Rice,145537,201587,1.385125432
3579,Chhattisgarh,dhamtari,2005,kharif,Rice,149772,272042,1.816374222
3580,Chhattisgarh,dhamtari,2006,kharif,Rice,163589,328047,2.005312093
3581,Chhattisgarh,dhamtari,2007,kharif,Rice,175006,346087,1.977572198
3582,Chhattisgarh,dhamtari,2008,kharif,Rice,152432,268219,1.759597722
3583,Chhattisgarh,dhamtari,2009,kharif,Rice,143904,260683,1.811506282
3584,Chhattisgarh,dhamtari,2010,kharif,Rice,168855,395133,2.340072844
3585,Chhattisgarh,dhamtari,2011,kharif,Rice,162439,405071,2.493680705
3586,Chhattisgarh,dhamtari,2012,kharif,Rice,185013,489332,2.644851983
3587,Chhattisgarh,dhamtari,2013,kharif,Rice,194750,436199,2.239789474
3588,Chhattisgarh,dhamtari,2014,kharif,Rice,198148,620402,3.131003089
3589,Chhattisgarh,durg,2000,kharif,Rice,435303,224171,0.514976924
3590,Chhattisgarh,durg,2001,kharif,Rice,436807,605170,1.385440252
3591,Chhattisgarh,durg,2002,kharif,Rice,432904,233410,0.539172657
3592,Chhattisgarh,durg,2003,kharif,Rice,442753,716384,1.618021786
3593,Chhattisgarh,durg,2004,kharif,Rice,449635,633535,1.40899841
