,State_Name,ind_district,Crop_Year,Season,Crop,Area,Production,phosphorus,X1,X2,X3,X4
2306,MADHYA PRADESH,barwani,2000,kharif,Rice,2739,874,1,1529,1400,604.616,834.185
2307,MADHYA PRADESH,barwani,2001,kharif,Rice,2596,1092,1,874,1529,631.839,604.616
2308,MADHYA PRADESH,barwani,2002,kharif,Rice,2494,1239,1,1092,874,635.97,631.839
2314,MADHYA PRADESH,barwani,2008,kharif,Rice,2328,807,1,862,869,510,733.6
2315,MADHYA PRADESH,barwani,2010,kharif,Rice,1476,1090,1,807,862,868,586.7
2321,MADHYA PRADESH,betul,2000,kharif,Rice,41920,25430,0,42447,23800,730.656,1098.479
2322,MADHYA PRADESH,betul,2001,kharif,Rice,43272,38114,0,25430,42447,677.01,730.656
2323,MADHYA PRADESH,betul,2002,kharif,Rice,41040,27970,0,38114,25430,791.69,677.01
2326,MADHYA PRADESH,betul,2005,kharif,Rice,42176,37968,0,31475,41700,935.1,797.9
2327,MADHYA PRADESH,betul,2006,kharif,Rice,40742,40065,0,37968,31475,1138.8,935.1
2328,MADHYA PRADESH,betul,2007,kharif,Rice,43886,46121,0,40065,37968,1301,1138.8
2330,MADHYA PRADESH,betul,2010,kharif,Rice,43688,60801,0,45223,46121,1112.1,1066.9
2336,MADHYA PRADESH,bhind,2000,kharif,Rice,14034,13239,0,29710,8900,632.251,1081.972
2337,MADHYA PRADESH,bhind,2001,kharif,Rice,15710,33464,0,13239,29710,697.775,632.251
2338,MADHYA PRADESH,bhind,2002,kharif,Rice,6064,14153,0,33464,13239,555.778,697.775
2341,MADHYA PRADESH,bhind,2005,kharif,Rice,3729,7840,0,4098,3468,452.7,485.7
2342,MADHYA PRADESH,bhind,2006,kharif,Rice,410,829,0,7840,4098,401.9,452.7
2343,MADHYA PRADESH,bhind,2007,kharif,Rice,320,587,0,829,7840,478.6,401.9
2344,MADHYA PRADESH,bhind,2008,kharif,Rice,10279,17879,0,587,829,973.5,478.6
2345,MADHYA PRADESH,bhind,2010,kharif,Rice,5616,15345,0,17879,587,849.4,525
2351,MADHYA PRADESH,bhopal,2000,kharif,Rice,662,396,1,485,300,882.299,1118.719
2352,MADHYA PRADESH,bhopal,2001,kharif,Rice,634,407,1,396,485,825.5,882.299
2353,MADHYA PRADESH,bhopal,2002,kharif,Rice,699,426,1,407,396,708.987,825.5
2356,MADHYA PRADESH,bhopal,2005,kharif,Rice,588,382,1,376,410,1125.6,809.5
2357,MADHYA PRADESH,bhopal,2006,kharif,Rice,599,411,1,382,376,1939.8,1125.6
2358,MADHYA PRADESH,bhopal,2007,kharif,Rice,564,416,1,411,382,952.8,1939.8
2359,MADHYA PRADESH,bhopal,2008,kharif,Rice,522,365,1,416,411,740,952.8
2360,MADHYA PRADESH,bhopal,2010,kharif,Rice,461,437,1,365,416,786.1,1203.2
2376,MADHYA PRADESH,chhatarpur,2000,kharif,Rice,18249,8362,0,20393,10100,951.382,1270.314
2377,MADHYA PRADESH,chhatarpur,2001,kharif,Rice,17373,11855,0,8362,20393,925.18,951.382
2378,MADHYA PRADESH,chhatarpur,2002,kharif,Rice,14845,6585,0,11855,8362,806.505,925.18
2381,MADHYA PRADESH,chhatarpur,2005,kharif,Rice,15080,9702,0,10424,13881,1006.6,940.7
2382,MADHYA PRADESH,chhatarpur,2006,kharif,Rice,11865,5017,0,9702,10424,648.9,1006.6
2383,MADHYA PRADESH,chhatarpur,2007,kharif,Rice,11344,3644,0,5017,9702,575.2,648.9
2384,MADHYA PRADESH,chhatarpur,2008,kharif,Rice,11323,7426,0,3644,5017,938.3,575.2
2385,MADHYA PRADESH,chhatarpur,2010,kharif,Rice,8872,5538,0,7426,3644,915.8,809.8
2391,MADHYA PRADESH,chhindwara,2000,kharif,Rice,24750,11002,1,21098,8600,872.132,1204.245
2392,MADHYA PRADESH,chhindwara,2001,kharif,Rice,25426,11317,1,11002,21098,996.654,872.132
2393,MADHYA PRADESH,chhindwara,2002,kharif,Rice,25431,10972,1,11317,11002,923.694,996.654
2421,MADHYA PRADESH,datia,2000,kharif,Rice,2024,1855,0,1735,400,739.531,1153.279
2422,MADHYA PRADESH,datia,2001,kharif,Rice,1978,2261,0,1855,1735,764.171,739.531
2423,MADHYA PRADESH,datia,2002,kharif,Rice,1166,769,0,2261,1855,603.828,764.171
2426,MADHYA PRADESH,datia,2005,kharif,Rice,1681,1592,0,1147,1981,483.2,567.7
2429,MADHYA PRADESH,datia,2008,kharif,Rice,3960,4995,0,1369,1230,1044,568.4
2430,MADHYA PRADESH,datia,2010,kharif,Rice,5747,7083,0,4995,1369,785.1,654.8
2436,MADHYA PRADESH,dewas,2000,kharif,Rice,787,370,0,607,400,693.671,962.403
2437,MADHYA PRADESH,dewas,2001,kharif,Rice,822,528,0,370,607,694.352,693.671
2438,MADHYA PRADESH,dewas,2002,kharif,Rice,843,439,0,528,370,692.416,694.352
2444,MADHYA PRADESH,dewas,2008,kharif,Rice,449,306,0,390,287,404.6,1013.3
2445,MADHYA PRADESH,dewas,2010,kharif,Rice,180,158,0,306,390,790.2,779.7
2451,MADHYA PRADESH,dhar,2000,kharif,Rice,2875,813,2,1722,1600,518.409,759.308
2452,MADHYA PRADESH,dhar,2001,kharif,Rice,2773,1124,2,813,1722,548.178,518.409
2453,MADHYA PRADESH,dhar,2002,kharif,Rice,2662,1396,2,1124,813,558.23,548.178
2456,MADHYA PRADESH,dhar,2005,kharif,Rice,2257,1175,2,1222,2046,559.9,721.3
2457,MADHYA PRADESH,dhar,2006,kharif,Rice,1857,1054,2,1175,1222,1083.4,559.9
2458,MADHYA PRADESH,dhar,2007,kharif,Rice,1656,1031,2,1054,1175,1161,1083.4
2459,MADHYA PRADESH,dhar,2008,kharif,Rice,1365,829,2,1031,1054,687.3,1161
2460,MADHYA PRADESH,dhar,2010,kharif,Rice,1198,906,2,829,1031,828.5,727
2466,MADHYA PRADESH,dindori,2000,kharif,Rice,73146,27903,2,80624,45900,953.833,1246.466
2467,MADHYA PRADESH,dindori,2001,kharif,Rice,76095,59604,2,27903,80624,1157.258,953.833
2468,MADHYA PRADESH,dindori,2002,kharif,Rice,74670,36401,2,59604,27903,1124.309,1157.258
2472,MADHYA PRADESH,dindori,2006,kharif,Rice,78637,55661,2,66422,59160,966.5,1360
2473,MADHYA PRADESH,dindori,2007,kharif,Rice,79050,64059,2,55661,66422,975.2,966.5
2474,MADHYA PRADESH,dindori,2008,kharif,Rice,79304,61693,2,64059,55661,782.2,975.2
2475,MADHYA PRADESH,dindori,2010,kharif,Rice,78412,54328,2,61693,64059,1048.4,605.3
2481,MADHYA PRADESH,guna,2000,kharif,Rice,1721,1335,2,1683,700,715.814,961.761
2482,MADHYA PRADESH,guna,2001,kharif,Rice,1711,1432,2,1335,1683,728.169,715.814
2483,MADHYA PRADESH,guna,2002,kharif,Rice,1617,519,2,1432,1335,501.399,728.169
2486,MADHYA PRADESH,guna,2005,kharif,Rice,791,663,2,729,1018,911.1,791.9
2487,MADHYA PRADESH,guna,2006,kharif,Rice,790,673,2,663,729,993.9,911.1
2488,MADHYA PRADESH,guna,2007,kharif,Rice,780,620,2,673,663,765.8,993.9
2489,MADHYA PRADESH,guna,2008,kharif,Rice,820,517,2,620,673,980.6,765.8
2490,MADHYA PRADESH,guna,2010,kharif,Rice,706,816,2,517,620,803,677.3
2496,MADHYA PRADESH,gwalior,2000,kharif,Rice,38925,81700,0,83553,35500,700.611,1091.747
2497,MADHYA PRADESH,gwalior,2001,kharif,Rice,43431,98738,0,81700,83553,737.512,700.611
2498,MADHYA PRADESH,gwalior,2002,kharif,Rice,15805,14219,0,98738,81700,546.72,737.512
2501,MADHYA PRADESH,gwalior,2005,kharif,Rice,17543,40559,0,30884,36700,718.3,735.6
2502,MADHYA PRADESH,gwalior,2006,kharif,Rice,15926,37380,0,40559,30884,545.1,718.3
2503,MADHYA PRADESH,gwalior,2007,kharif,Rice,11726,16744,0,37380,40559,540.5,545.1
2504,MADHYA PRADESH,gwalior,2008,kharif,Rice,30991,81797,0,16744,37380,768.8,540.5
2505,MADHYA PRADESH,gwalior,2010,kharif,Rice,24474,63953,0,81797,16744,921.3,516.6
2511,MADHYA PRADESH,harda,2000,kharif,Rice,1812,1672,1,2605,1900,704.979,1002.761
2512,MADHYA PRADESH,harda,2001,kharif,Rice,1647,2270,1,1672,2605,650.494,704.979
2513,MADHYA PRADESH,harda,2002,kharif,Rice,1045,983,1,2270,1672,743.016,650.494
2518,MADHYA PRADESH,harda,2007,kharif,Rice,556,1383,1,1100,1819,1140.6,1010.5
2519,MADHYA PRADESH,harda,2008,kharif,Rice,814,1537,1,1383,1100,612.4,1140.6
2520,MADHYA PRADESH,harda,2010,kharif,Rice,422,1195,1,1537,1383,981.9,1133.4
2526,MADHYA PRADESH,hoshangabad,2000,kharif,Rice,9681,11178,2,13185,6300,918.685,1247.326
2527,MADHYA PRADESH,hoshangabad,2001,kharif,Rice,9667,11464,2,11178,13185,826.346,918.685
2528,MADHYA PRADESH,hoshangabad,2002,kharif,Rice,9969,12880,2,11464,11178,861.372,826.346
2531,MADHYA PRADESH,hoshangabad,2005,kharif,Rice,14052,18009,2,11298,13980,1386.4,1276.7
2532,MADHYA PRADESH,hoshangabad,2006,kharif,Rice,15232,20226,2,18009,11298,1901.8,1386.4
2533,MADHYA PRADESH,hoshangabad,2007,kharif,Rice,16540,26753,2,20226,18009,1092.8,1901.8
2534,MADHYA PRADESH,hoshangabad,2008,kharif,Rice,17083,25152,2,26753,20226,823.8,1092.8
2535,MADHYA PRADESH,hoshangabad,2010,kharif,Rice,23719,54441,2,25152,26753,1083.1,1574.7
2541,MADHYA PRADESH,indore,2001,kharif,Rice,29,16,1,16,23,573.837,544.824
2542,MADHYA PRADESH,indore,2002,kharif,Rice,25,12,1,16,16,584.042,573.837
2545,MADHYA PRADESH,indore,2005,kharif,Rice,20,10,1,14,19,723.1,766.6
2546,MADHYA PRADESH,indore,2006,kharif,Rice,22,12,1,10,14,1234.2,723.1
2547,MADHYA PRADESH,indore,2007,kharif,Rice,20,11,1,12,10,960.5,1234.2
2548,MADHYA PRADESH,indore,2008,kharif,Rice,11,7,1,11,12,670.6,960.5
2549,MADHYA PRADESH,indore,2010,kharif,Rice,5,5,1,7,11,958.8,965.1
2555,MADHYA PRADESH,jabalpur,2000,kharif,Rice,56193,30982,0,63439,28800,995.762,1283.522
2556,MADHYA PRADESH,jabalpur,2001,kharif,Rice,61330,54828,0,30982,63439,1147.302,995.762
2557,MADHYA PRADESH,jabalpur,2002,kharif,Rice,61466,48730,0,54828,30982,1014.652,1147.302
2560,MADHYA PRADESH,jabalpur,2005,kharif,Rice,58519,52292,0,78462,78545,1806.2,1208.7
2561,MADHYA PRADESH,jabalpur,2006,kharif,Rice,64184,53470,0,52292,78462,999.1,1806.2
2562,MADHYA PRADESH,jabalpur,2007,kharif,Rice,65761,43209,0,53470,52292,1033.4,999.1
2563,MADHYA PRADESH,jabalpur,2008,kharif,Rice,67404,55256,0,43209,53470,1201.1,1033.4
2564,MADHYA PRADESH,jabalpur,2010,kharif,Rice,67596,83587,0,55256,43209,1398.4,1122
2570,MADHYA PRADESH,jhabua,2000,kharif,Rice,23661,3238,0,17517,11300,670.632,850.648
2571,MADHYA PRADESH,jhabua,2001,kharif,Rice,22539,4557,0,3238,17517,695.644,670.632
2572,MADHYA PRADESH,jhabua,2002,kharif,Rice,21777,9536,0,4557,3238,639.767,695.644
2575,MADHYA PRADESH,jhabua,2005,kharif,Rice,22504,10387,0,12841,14612,659.3,1097.4
2576,MADHYA PRADESH,jhabua,2006,kharif,Rice,22890,10592,0,10387,12841,1494.1,659.3
2577,MADHYA PRADESH,jhabua,2007,kharif,Rice,22820,12493,0,10592,10387,1188.6,1494.1
2578,MADHYA PRADESH,jhabua,2008,kharif,Rice,14190,7742,0,12493,10592,632.2,1188.6
2579,MADHYA PRADESH,jhabua,2010,kharif,Rice,12791,8373,0,7742,12493,639.8,622.6
2585,MADHYA PRADESH,katni,2000,kharif,Rice,108100,41027,0,109984,55600,999.4,1279.467
2586,MADHYA PRADESH,katni,2001,kharif,Rice,111410,90071,0,41027,109984,1100.111,999.4
2587,MADHYA PRADESH,katni,2002,kharif,Rice,108635,47802,0,90071,41027,990.487,1100.111
2590,MADHYA PRADESH,katni,2005,kharif,Rice,110440,93612,0,84359,95821,2008.2,940.4
2593,MADHYA PRADESH,katni,2008,kharif,Rice,105865,101787,0,37855,50235,1229.6,667.1
2594,MADHYA PRADESH,katni,2010,kharif,Rice,83507,71370,0,101787,37855,508,557.6
2630,MADHYA PRADESH,mandla,2000,kharif,Rice,102010,35294,1,85898,42100,1070.314,1382.934
2631,MADHYA PRADESH,mandla,2001,kharif,Rice,109899,82824,1,35294,85898,1298.611,1070.314
2632,MADHYA PRADESH,mandla,2002,kharif,Rice,109462,61210,1,82824,35294,1193.424,1298.611
2635,MADHYA PRADESH,mandla,2005,kharif,Rice,114873,75748,1,74956,88553,1477.5,1164.1
2636,MADHYA PRADESH,mandla,2006,kharif,Rice,114068,74021,1,75748,74956,1139.7,1477.5
2637,MADHYA PRADESH,mandla,2007,kharif,Rice,114204,77227,1,74021,75748,1173.9,1139.7
2638,MADHYA PRADESH,mandla,2008,kharif,Rice,114760,75229,1,77227,74021,1503.5,1173.9
2639,MADHYA PRADESH,mandla,2010,kharif,Rice,112720,103242,1,75229,77227,1490.5,959.3
2645,MADHYA PRADESH,mandsaur,2001,kharif,Rice,17,9,1,7,15,765.5,657.742
2646,MADHYA PRADESH,mandsaur,2002,kharif,Rice,14,5,1,9,7,484.292,765.5
2649,MADHYA PRADESH,mandsaur,2005,kharif,Rice,6,2,1,4,8,744.6,1090.5
2650,MADHYA PRADESH,mandsaur,2006,kharif,Rice,2,1,1,2,4,1443.3,744.6
2654,MADHYA PRADESH,morena,2000,kharif,Rice,2042,4183,1,4964,900,637.842,1014.303
2655,MADHYA PRADESH,morena,2001,kharif,Rice,1870,3639,1,4183,4964,703.823,637.842
2656,MADHYA PRADESH,morena,2002,kharif,Rice,231,367,1,3639,4183,490.313,703.823
2659,MADHYA PRADESH,morena,2005,kharif,Rice,537,1125,1,326,382,687.3,547.6
2662,MADHYA PRADESH,morena,2008,kharif,Rice,467,980,1,283,889,777.7,431.4
2663,MADHYA PRADESH,morena,2010,kharif,Rice,184,545,1,980,283,801.3,660.5
2674,MADHYA PRADESH,narsinghpur,2005,kharif,Rice,13053,13931,1,14953,15565,1585.6,1156.4
2675,MADHYA PRADESH,narsinghpur,2006,kharif,Rice,13605,14579,1,13931,14953,1084.4,1585.6
2676,MADHYA PRADESH,narsinghpur,2007,kharif,Rice,12944,12744,1,14579,13931,899.8,1084.4
2677,MADHYA PRADESH,narsinghpur,2008,kharif,Rice,13149,12221,1,12744,14579,947.4,899.8
2678,MADHYA PRADESH,narsinghpur,2010,kharif,Rice,12545,19469,1,12221,12744,785.5,1230.9
2684,MADHYA PRADESH,neemuch,2001,kharif,Rice,27,13,1,5,6,747.374,610.386
2685,MADHYA PRADESH,neemuch,2002,kharif,Rice,10,2,1,13,5,394.203,747.374
2688,MADHYA PRADESH,neemuch,2005,kharif,Rice,24,12,1,5,6,746.5,692
2689,MADHYA PRADESH,neemuch,2006,kharif,Rice,29,14,1,12,5,1352,746.5
2690,MADHYA PRADESH,neemuch,2007,kharif,Rice,41,20,1,14,12,501.6,1352
2691,MADHYA PRADESH,neemuch,2008,kharif,Rice,70,36,1,20,14,813.2,501.6
2692,MADHYA PRADESH,neemuch,2010,kharif,Rice,47,35,1,36,20,821.7,681.7
2698,MADHYA PRADESH,panna,2000,kharif,Rice,62533,23130,0,47346,22900,997.746,1268.358
2699,MADHYA PRADESH,panna,2001,kharif,Rice,63192,34633,0,23130,47346,973.885,997.746
2700,MADHYA PRADESH,panna,2002,kharif,Rice,60922,19750,0,34633,23130,876.549,973.885
2703,MADHYA PRADESH,panna,2005,kharif,Rice,60745,37701,0,24883,27285,1494.4,1284.6
2706,MADHYA PRADESH,panna,2008,kharif,Rice,57085,44532,0,23242,25502,584.8,405.7
2707,MADHYA PRADESH,panna,2010,kharif,Rice,53696,51600,0,44532,23242,741.3,832.5
2713,MADHYA PRADESH,raisen,2000,kharif,Rice,5173,2852,1,4333,2300,1055.442,1309.451
2714,MADHYA PRADESH,raisen,2001,kharif,Rice,5430,3148,1,2852,4333,934.366,1055.442
2715,MADHYA PRADESH,raisen,2002,kharif,Rice,5319,2868,1,3148,2852,862.992,934.366
2718,MADHYA PRADESH,raisen,2005,kharif,Rice,8299,5108,1,3622,3339,1238,916.9
2719,MADHYA PRADESH,raisen,2006,kharif,Rice,12369,8280,1,5108,3622,1142.9,1238
2720,MADHYA PRADESH,raisen,2007,kharif,Rice,18028,19022,1,8280,5108,807.9,1142.9
2721,MADHYA PRADESH,raisen,2008,kharif,Rice,22146,21131,1,19022,8280,925.3,807.9
2722,MADHYA PRADESH,raisen,2010,kharif,Rice,26154,33151,1,21131,19022,812.5,1078.9
2728,MADHYA PRADESH,rajgarh,2000,kharif,Rice,1273,272,2,296182,167900,726.641,1006.27
2729,MADHYA PRADESH,rajgarh,2001,kharif,Rice,1167,453,2,272,296182,744.118,726.641
2730,MADHYA PRADESH,rajgarh,2002,kharif,Rice,1102,277,2,453,272,564.483,744.118
2733,MADHYA PRADESH,rajgarh,2005,kharif,Rice,865,432,2,612,814,717.3,1014.9
2736,MADHYA PRADESH,rajgarh,2008,kharif,Rice,710,441,2,643,561,743.7,842.3
2737,MADHYA PRADESH,rajgarh,2010,kharif,Rice,538,448,2,441,643,703.5,802.1
2743,MADHYA PRADESH,ratlam,2000,kharif,Rice,2811,1086,1,2755,1700,601.063,856.379
2744,MADHYA PRADESH,ratlam,2001,kharif,Rice,2377,1162,1,1086,2755,674.954,601.063
2745,MADHYA PRADESH,ratlam,2002,kharif,Rice,2816,1518,1,1162,1086,548.972,674.954
2748,MADHYA PRADESH,ratlam,2005,kharif,Rice,2507,1807,1,1175,1918,774.8,878.8
2749,MADHYA PRADESH,ratlam,2006,kharif,Rice,2168,1586,1,1807,1175,1634.3,774.8
2750,MADHYA PRADESH,ratlam,2007,kharif,Rice,2046,1507,1,1586,1807,1228.9,1634.3
2751,MADHYA PRADESH,ratlam,2008,kharif,Rice,1778,1280,1,1507,1586,652.1,1228.9
2752,MADHYA PRADESH,ratlam,2010,kharif,Rice,1696,1291,1,1280,1507,689,756.9
2758,MADHYA PRADESH,rewa,2000,kharif,Rice,134789,73982,1,80061,46800,889.763,1125.837
2759,MADHYA PRADESH,rewa,2001,kharif,Rice,145397,136581,1,73982,80061,877.449,889.763
2760,MADHYA PRADESH,rewa,2002,kharif,Rice,140685,96251,1,136581,73982,839.813,877.449
2765,MADHYA PRADESH,rewa,2007,kharif,Rice,131607,68954,1,89171,138116,864.2,698
2767,MADHYA PRADESH,rewa,2010,kharif,Rice,102073,67453,1,133680,68954,813.7,667.7
2773,MADHYA PRADESH,sagar,2000,kharif,Rice,9822,5343,1,6204,3600,1019.818,1307.647
2774,MADHYA PRADESH,sagar,2001,kharif,Rice,9586,5010,1,5343,6204,988.568,1019.818
2775,MADHYA PRADESH,sagar,2002,kharif,Rice,9346,3411,1,5010,5343,844.677,988.568
2778,MADHYA PRADESH,sagar,2005,kharif,Rice,8601,4547,1,5413,5976,1644.6,1070.7
2779,MADHYA PRADESH,sagar,2006,kharif,Rice,8369,4303,1,4547,5413,1040.1,1644.6
2780,MADHYA PRADESH,sagar,2007,kharif,Rice,6639,3570,1,4303,4547,746.5,1040.1
2781,MADHYA PRADESH,sagar,2008,kharif,Rice,6407,3371,1,3570,4303,1026.3,746.5
2782,MADHYA PRADESH,sagar,2010,kharif,Rice,6004,4468,1,3371,3570,783.5,1115.3
2788,MADHYA PRADESH,satna,2000,kharif,Rice,101143,29129,1,60543,29800,958.139,1220.148
2789,MADHYA PRADESH,satna,2001,kharif,Rice,112519,116120,1,29129,60543,954.588,958.139
2790,MADHYA PRADESH,satna,2002,kharif,Rice,101971,67306,1,116120,29129,880.918,954.588
2793,MADHYA PRADESH,satna,2005,kharif,Rice,103744,123297,1,106309,97444,1471.6,1078.4
2794,MADHYA PRADESH,satna,2006,kharif,Rice,94921,60924,1,123297,106309,779.9,1471.6
2795,MADHYA PRADESH,satna,2007,kharif,Rice,89653,33943,1,60924,123297,741.4,779.9
2796,MADHYA PRADESH,satna,2008,kharif,Rice,90254,59095,1,33943,60924,754,741.4
2797,MADHYA PRADESH,satna,2010,kharif,Rice,71699,74317,1,59095,33943,663.4,892.7
2803,MADHYA PRADESH,sehore,2000,kharif,Rice,1694,877,2,1592,1200,844.095,1108.331
2804,MADHYA PRADESH,sehore,2001,kharif,Rice,1728,1050,2,877,1592,785.548,844.095
2805,MADHYA PRADESH,sehore,2002,kharif,Rice,1554,1071,2,1050,877,765.8,785.548
2810,MADHYA PRADESH,sehore,2007,kharif,Rice,2282,1754,2,901,880,893,1632.8
2811,MADHYA PRADESH,sehore,2008,kharif,Rice,4645,3498,2,1754,901,679.5,893
2812,MADHYA PRADESH,sehore,2010,kharif,Rice,6093,6830,2,3498,1754,658.1,954.3
2818,MADHYA PRADESH,seoni,2000,kharif,Rice,111104,43910,1,148312,80500,962.092,1245.715
2819,MADHYA PRADESH,seoni,2001,kharif,Rice,115986,112433,1,43910,148312,1192.967,962.092
2820,MADHYA PRADESH,seoni,2002,kharif,Rice,116908,80231,1,112433,43910,1036.282,1192.967
2823,MADHYA PRADESH,seoni,2005,kharif,Rice,118323,143950,1,84097,175659,1449.1,753.8
2824,MADHYA PRADESH,seoni,2006,kharif,Rice,119394,135813,1,143950,84097,1322.5,1449.1
2825,MADHYA PRADESH,seoni,2007,kharif,Rice,118956,147911,1,135813,143950,966.7,1322.5
2826,MADHYA PRADESH,seoni,2008,kharif,Rice,115562,117316,1,147911,135813,942.9,966.7
2827,MADHYA PRADESH,seoni,2010,kharif,Rice,116339,153894,1,117316,147911,1216.2,978.1
2833,MADHYA PRADESH,shahdol,2000,kharif,Rice,204290,142449,1,195837,88300,859.733,1123.103
2834,MADHYA PRADESH,shahdol,2001,kharif,Rice,208437,191663,1,142449,195837,988.179,859.733
2835,MADHYA PRADESH,shahdol,2002,kharif,Rice,203535,105780,1,191663,142449,992.117,988.179
2839,MADHYA PRADESH,shahdol,2006,kharif,Rice,108258,85259,1,104404,76890,1065.2,1485
2840,MADHYA PRADESH,shahdol,2007,kharif,Rice,107878,62248,1,85259,104404,1050.1,1065.2
2841,MADHYA PRADESH,shahdol,2008,kharif,Rice,107234,92093,1,62248,85259,945.2,1050.1
2842,MADHYA PRADESH,shahdol,2010,kharif,Rice,100909,129033,1,92093,62248,818.9,701.6
2848,MADHYA PRADESH,shajapur,2000,kharif,Rice,602,336,1,595,300,719.189,1022.792
2849,MADHYA PRADESH,shajapur,2001,kharif,Rice,494,235,1,336,595,751.577,719.189
2850,MADHYA PRADESH,shajapur,2002,kharif,Rice,418,165,1,235,336,625.946,751.577
2853,MADHYA PRADESH,shajapur,2005,kharif,Rice,326,173,1,280,227,642.5,828
2854,MADHYA PRADESH,shajapur,2006,kharif,Rice,303,134,1,173,280,1628.3,642.5
2855,MADHYA PRADESH,shajapur,2007,kharif,Rice,229,115,1,134,173,1060.9,1628.3
2856,MADHYA PRADESH,shajapur,2008,kharif,Rice,190,84,1,115,134,692.7,1060.9
2857,MADHYA PRADESH,shajapur,2010,kharif,Rice,112,83,1,84,115,620.5,785.9
2863,MADHYA PRADESH,sheopur,2000,kharif,Rice,6026,6672,1,19158,2700,667.466,945.808
2864,MADHYA PRADESH,sheopur,2001,kharif,Rice,5502,12997,1,6672,19158,719.371,667.466
2865,MADHYA PRADESH,sheopur,2002,kharif,Rice,2507,2096,1,12997,6672,412.602,719.371
2869,MADHYA PRADESH,sheopur,2006,kharif,Rice,3882,8791,1,6568,5884,481.4,793.8
2870,MADHYA PRADESH,sheopur,2007,kharif,Rice,4735,17701,1,8791,6568,469.8,481.4
2871,MADHYA PRADESH,sheopur,2008,kharif,Rice,6973,16745,1,17701,8791,769.1,469.8
2872,MADHYA PRADESH,sheopur,2010,kharif,Rice,9476,28320,1,16745,17701,611.7,372
2878,MADHYA PRADESH,shivpuri,2000,kharif,Rice,6384,5478,1,6813,3100,766.44,1104.87
2879,MADHYA PRADESH,shivpuri,2001,kharif,Rice,6368,6975,1,5478,6813,777.982,766.44
2880,MADHYA PRADESH,shivpuri,2002,kharif,Rice,4713,1883,1,6975,5478,555.38,777.982
2883,MADHYA PRADESH,shivpuri,2005,kharif,Rice,6159,5846,1,5909,8572,741.3,692.2
2884,MADHYA PRADESH,shivpuri,2006,kharif,Rice,5115,4751,1,5846,5909,580.7,741.3
2885,MADHYA PRADESH,shivpuri,2007,kharif,Rice,5128,3942,1,4751,5846,525,580.7
2886,MADHYA PRADESH,shivpuri,2008,kharif,Rice,7965,9047,1,3942,4751,795.5,525
2887,MADHYA PRADESH,shivpuri,2010,kharif,Rice,8333,13216,1,9047,3942,844.6,753.2
2893,MADHYA PRADESH,sidhi,2000,kharif,Rice,119845,52495,1,82874,46500,816.147,1041.537
2894,MADHYA PRADESH,sidhi,2001,kharif,Rice,124690,88915,1,52495,82874,847.651,816.147
2895,MADHYA PRADESH,sidhi,2002,kharif,Rice,116069,72217,1,88915,52495,873.933,847.651
2898,MADHYA PRADESH,sidhi,2005,kharif,Rice,124631,91888,1,84412,130044,785.8,759.4
2901,MADHYA PRADESH,sidhi,2008,kharif,Rice,72724,50901,1,80307,103520,785.4,775.5
2902,MADHYA PRADESH,sidhi,2010,kharif,Rice,58194,50974,1,50901,80307,835,685.1
2913,MADHYA PRADESH,tikamgarh,2000,kharif,Rice,22735,15317,1,19813,10100,890.645,1262.888
2914,MADHYA PRADESH,tikamgarh,2001,kharif,Rice,23166,15973,1,15317,19813,886.615,890.645
2915,MADHYA PRADESH,tikamgarh,2002,kharif,Rice,21513,7311,1,15973,15317,733.632,886.615
2918,MADHYA PRADESH,tikamgarh,2005,kharif,Rice,18373,9024,1,9379,19266,713.4,567.3
2919,MADHYA PRADESH,tikamgarh,2006,kharif,Rice,14485,5721,1,9024,9379,593.7,713.4
2920,MADHYA PRADESH,tikamgarh,2007,kharif,Rice,11658,1969,1,5721,9024,388,593.7
2921,MADHYA PRADESH,tikamgarh,2008,kharif,Rice,12907,7313,1,1969,5721,1316.5,388
2922,MADHYA PRADESH,tikamgarh,2010,kharif,Rice,11976,5378,1,7313,1969,574.5,778.1
2928,MADHYA PRADESH,ujjain,2001,kharif,Rice,10,4,0,8,9,691.892,636.673
2929,MADHYA PRADESH,ujjain,2002,kharif,Rice,8,2,0,4,8,595.024,691.892
2932,MADHYA PRADESH,ujjain,2005,kharif,Rice,5,2,0,10,3,669.4,898.8
2933,MADHYA PRADESH,ujjain,2006,kharif,Rice,1,1,0,2,10,1768.4,669.4
2938,MADHYA PRADESH,umaria,2000,kharif,Rice,40230,14028,0,28348,16900,953.7,1239.366
2939,MADHYA PRADESH,umaria,2001,kharif,Rice,42586,20562,0,14028,28348,1080.966,953.7
2940,MADHYA PRADESH,umaria,2002,kharif,Rice,42439,15349,0,20562,14028,1017.235,1080.966
2943,MADHYA PRADESH,umaria,2005,kharif,Rice,43986,36551,0,18980,27551,1634.4,922.1
2944,MADHYA PRADESH,umaria,2006,kharif,Rice,43765,23951,0,36551,18980,1074,1634.4
2945,MADHYA PRADESH,umaria,2007,kharif,Rice,45692,24803,0,23951,36551,1007.1,1074
2946,MADHYA PRADESH,umaria,2008,kharif,Rice,45644,30521,0,24803,23951,1087.8,1007.1
2947,MADHYA PRADESH,umaria,2010,kharif,Rice,38127,35056,0,30521,24803,883.7,905.2
